,company,rating_overall,rating_worklife,rating_compensation,rating_jobsec,rating_management,rating_jobculture,location,datereview,position,status,text,pros,cons,status_recoded,status_numeric,rating_overall_numeric,worklife_numeric,compensation_numeric,jobsec_numeric,management_numeric,jobculture_numeric,rating_worklife1,rating_compensation1,rating_jobsec1,rating_management1,rating_jobculture1
3,Raytheon,5.0,100.0,100.0,80.0,100.0,100.0,"Tucson, AZ","April 26, 2018","IT Security, Sr. Governance and Risk Specialist",(Current Employee),"I work in IT. Great job security, advancement opps &amp; supportive leadership. Great co-workers &amp; work environment. Been there 13yrs, will likely retire from this company.","Great people; dynamic work environment, excellent benefits, pay &amp; raises and flexible work schedule.",None that I can think of...,1,1,5.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0
4,Raytheon,4.0,80.0,80.0,80.0,80.0,80.0,"Aurora, CO","October 23, 2016",Cyber Security Engineer,(Current Employee),"Raytheon is a great company to work for and has a lot of potential for career growth. Opportunities are available for a variety of fields and locations. I have been in a position where there is no typical day, cyber security is an ever evolving field and the teams that I work with have learned to adjust on an almost daily basis. Co-workers are hard working, smart, and value the importance of the final product.  Our products help protect and advise people in a variety of scenarios.  The most enjoyable part is knowing there is a new challenge right around the corner, never a dull moment.",NaN,NaN,1,1,4.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
5,Raytheon,4.0,80.0,60.0,80.0,60.0,80.0,"Garland, TX","January 9, 2016",Cyber Security Engineer,(Current Employee),This company offers many opportunities to gain experience and develop your skills.  Tons of different job positions available across many areas of interest.,Big corporation has lots of opportunities,Big corporation salary advancement is difficult,1,1,4.0,80.0,60.0,80.0,60.0,80.0,80.0,60.0,80.0,60.0,80.0
6,Raytheon,3.0,60.0,80.0,40.0,40.0,40.0,"Tucson, AZ","April 6, 2014",IT Security Technologist,(Former Employee),Innovative culture with exciting work,NaN,NaN,0,0,3.0,60.0,80.0,40.0,40.0,40.0,60.0,80.0,40.0,40.0,40.0
7,Raytheon,3.0,60.0,80.0,40.0,40.0,60.0,"Garland, TX","January 21, 2014",Software Security Engineer,(Former Employee),Very flexible work schedule and good group of people in general to work with on a daily basis.,very flexible work schedule,contract based employment,0,0,3.0,60.0,80.0,40.0,40.0,60.0,60.0,80.0,40.0,40.0,60.0
8,Raytheon,4.0,80.0,80.0,80.0,80.0,80.0,"Aurora, CO","September 4, 2013",Information Cyber Security Engineer,(Former Employee),"Analyzed the tasks and interactions performed by various Engineering departments, how their products and processes affected one another, the impact on non-engineering processes, and determined value added practices. Based on this methodology, proposed a Documentation Road Map that detailed the relationships and priority flow down of the standards, policies and guidelines for each department.",Great company,None,0,0,4.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
0,General Dynamics Information Technology,3.0,60.0,60.0,60.0,60.0,60.0,"Chantilly, VA","April 10, 2017",Information Security Risk Analyst,(Former Employee),"Good company to work for, many opportunities for other work. Friendly work environment and good management. Benefits were not bad. People here made the job enjoyable.",NaN,NaN,0,0,3.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
1,General Dynamics Information Technology,2.0,40.0,0.0,0.0,0.0,0.0,"Fairfax, VA","October 8, 2018",Information Systems Security Analyst,(Current Employee),"I wish I was a little lamb, little lamb, little lamb. There once was a man from Nantucket. I like turtles. Hello? Is anybody out there? Can anyone hear me?",NaN,NaN,1,1,2.0,40.0,0.0,0.0,0.0,0.0,40.0,NaN,NaN,NaN,NaN
2,General Dynamics Information Technology,5.0,100.0,0.0,0.0,0.0,0.0,"Brooks AFB, TX","December 22, 2017",Analyst/COMSEC Manager Information Security,(Former Employee),I had my own office and supported the Base Communications squadron. I supported multiple agencies and learned from my  customers as we worked together as a team.,Flexibility in work schedule,Distance to my job from my home.,0,0,5.0,100.0,0.0,0.0,0.0,0.0,100.0,NaN,NaN,NaN,NaN
3,General Dynamics Information Technology,4.0,80.0,60.0,40.0,60.0,60.0,"Germantown, MD","August 20, 2017",Information Security Analyst,(Former Employee),"I liked where I worked.  The people in my team were fantastic.  However, even within the Security Team as a whole, it was a dog-eat-dog world.  That and lack of cross training and pay advancement made me leave.  However, if offered a job there again, I would come back.",NaN,NaN,0,0,4.0,80.0,60.0,40.0,60.0,60.0,80.0,60.0,40.0,60.0,60.0
4,General Dynamics Information Technology,5.0,100.0,80.0,100.0,100.0,100.0,"Fort Huachuca, AZ","July 9, 2017",Principal Information Security Analyst,(Former Employee),It was fun to go to work,We were like family,Contract ended,0,0,5.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0
5,General Dynamics Information Technology,4.0,80.0,80.0,60.0,100.0,80.0,"Aurora, CO","May 31, 2017","Information Security Analyst, Sr",(Former Employee),Worked12 hour days on panama schedule with great people and learned a lot. During the weekend or holidays we would have a pot luck and a movie marathon.  Close knit group of people who tried to make the best of the long hours we spent at work.,cyber security knowledge I gained,12 hour days and lack of advancement,0,0,4.0,80.0,80.0,60.0,100.0,80.0,80.0,80.0,60.0,100.0,80.0
6,General Dynamics Information Technology,4.0,80.0,80.0,80.0,80.0,100.0,"Tampa, FL","January 5, 2016",Information Security Analyst,(Current Employee),GDIT is a great organization to work for.  Given the size of the organization you cant really say how great the management team is because your team will more than likely be different.  Executive management does a outstanding job laying out business goals and directives.  I work with people from a multitude of contracts and business environments so it provides a great connecting experience.  The only con would be that salary typically slightly below market.,NaN,NaN,1,1,4.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0
7,General Dynamics Information Technology,3.0,60.0,60.0,60.0,80.0,80.0,"Towson, MD","May 8, 2015","Analyst, Information Security",(Current Employee),"The benefits are not great but at least there are health, eye and dental coverage which is more than a lot of companies provide now days. Compensation isn&#39;t particularly competitive but the opportunities to learn and gain knowledge make working for this company worth it. Certain departments and teams have a great reputation and continue to win work. There is a lot of turn over and growth but employees that don&#39;t ask for/seek out recognition continuously are often lost in the shuffle. ","experienced, win contracts, lots of business won","lousy healthcare, long hours, salary increases without promotion minimal",1,1,3.0,60.0,60.0,60.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0
8,General Dynamics Information Technology,5.0,100.0,0.0,0.0,0.0,0.0,"Springfield, VA","July 3, 2013",Information Security Analyst,(Current Employee),Incident response,NaN,NaN,1,1,5.0,100.0,0.0,0.0,0.0,0.0,100.0,NaN,NaN,NaN,NaN
9,General Dynamics Information Technology,3.0,60.0,60.0,60.0,60.0,60.0,"Fort Bragg, NC","January 5, 2013",Information Security Associate Analyst,(Current Employee),"Dealt with some severe management at this company. Things are/have turned around, but slowly...",NaN,NaN,1,1,3.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
10,General Dynamics Information Technology,5.0,100.0,80.0,60.0,80.0,100.0,"Washington, DC","August 24, 2012",IT Security Analyst,(Former Employee),"Daily work include incident response to Arcsight cases, responding to potential PII breach, investigating suspicious and malicious traffic alerts sent by Sourcefire and monitoring Arcsight dashboards for trending alerts.",NaN,NaN,0,0,5.0,100.0,80.0,60.0,80.0,100.0,100.0,80.0,60.0,80.0,100.0
0,CACI International Inc,4.0,80.0,80.0,60.0,60.0,60.0,"Washington, DC","June 11, 2018",Information Security Specialist,(Current Employee),Solid benefits and good management. CACI has been one of the best contracting companies I&#39;ve worked for. As a contractor I won&#39;t be able to answer anything about the corporate culture.,NaN,NaN,1,1,4.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0,60.0,60.0,60.0
1,CACI International Inc,5.0,100.0,80.0,100.0,100.0,100.0,"Wahiawā, HI","October 26, 2017","Information Security Specialist, Principal",(Former Employee),"I&#39;m pretty impressed by the CEO, who walks his walk...pay is one of the best in the defense contracting companies...they are flexible to work with you if you want to move around....overall a great company.  I must say, it is one of the best defense contracting company I&#39;ve ever worked for in my 15 years in IT.",NaN,NaN,0,0,5.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0
2,CACI International Inc,5.0,100.0,100.0,80.0,60.0,80.0,"North Charleston, SC","May 23, 2017",Information Security Specialist,(Current Employee),"CACI takes pride in hiring skilled and knowledgeable workers. The company offers many internal advancement and transition opportunities, and they appreciate and hold on to talent when they find them. The benefits are great and the environment is also pretty awesome. It&#39;s a company focused on exceptionalism, and if you appreciate that kind of thing you would fit in well. Work hard and play hard, it&#39;s the best employer I&#39;ve ever worked for.",NaN,NaN,1,1,5.0,100.0,100.0,80.0,60.0,80.0,100.0,100.0,80.0,60.0,80.0
3,CACI International Inc,3.0,60.0,80.0,60.0,60.0,60.0,USSTRATCOM,"November 4, 2017",Cyber Security Specialist,(Former Employee),Management dislocated.  Human Resources was hard to engage and get response in a timely fashion.  Salary and benefits are good.   Supportive manager.  Pleasant coworkers.,"Money, benefits","Stress, Hr",0,0,3.0,60.0,80.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,60.0
4,CACI International Inc,4.0,80.0,80.0,40.0,60.0,60.0,"Augusta, GA","November 15, 2013","Information Security Specialist, Lead,",(Former Employee),"I can&#39;t really discuss my work at this time, however; I find it very rewarding and enjoy the job.  My supervisors and co-workers are great to work with and make my work enjoyable.  We are able to learn from one another.  The hardest part of my job is not having enough time in the day to complete everything I would like to get done.  I enjoy assisting our customers and I can tell they are very pleased at the service I provide them.",working in the information security field.,Not enough time to complete some tasks.,0,0,4.0,80.0,80.0,40.0,60.0,60.0,80.0,80.0,40.0,60.0,60.0
5,CACI International Inc,4.0,80.0,80.0,60.0,80.0,80.0,"San Antonio, TX","September 9, 2015",Information Security Specialist,(Current Employee),"In a typical work day as a contractor I work with customers that are in every branch of the Military, along with government employees and other contractors as well. I have learned that being contractor has its pros and cons as any other job just without all the stress. I enjoy working for management as they give us the tools we need for success. I get along with all of my coworkers as we provide support as needed. My most enjoyable time is being part of a team that cares for the customer.",Interaction with people,being a contractor from year to year,1,1,4.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,60.0,80.0,80.0
6,CACI International Inc,3.0,60.0,100.0,60.0,60.0,80.0,"Lakehurst, NJ","February 20, 2013",Information Security,(Current Employee),"CACI has good benefits as far as 401K/Tuition go and job hours can be flexible and pleasant depending on management and location. Hardest part of my job is the environment that I work in which is filled with bureaucratic nonsense that can prevent you from doing your job and unrealistic workloads that are dumped on you. I don&#39;t have alot of interaction with CACI HQ or senior leadership so guidance can be lacking. Also, if the government cuts back you are faced with the possibility of moving or finding other employment (internal/external) if money can not be awarded to further fund contracts.","great salary, some good benefits","work environment, management, mundane work at times, contracting",1,1,3.0,60.0,100.0,60.0,60.0,80.0,60.0,100.0,60.0,60.0,80.0
7,CACI International Inc,4.0,80.0,80.0,60.0,60.0,100.0,"Alexandria, VA","July 31, 2013","Information Security Specialist, Principal",(Current Employee),"CACI is my first dive into the area of eDiscovery. I have worked criminal cases all of my career and now am working with a lot of civil litigation. Because of this, I am working with a different mind set and this is very interesting. CACI is a very large contracting firm and there is great pressure to have &#39;billable&#39; hours for anytime that you are in the office. There has recently been a re-organization at the leadership level of the company and this has brought about quite a few changes. Many of the top level managers have either been released or have been demoted. This has been done to try to streamline the business in lieu of the government budget cuts.",Great education benefits,leave benefits are in need of increase,1,1,4.0,80.0,80.0,60.0,60.0,100.0,80.0,80.0,60.0,60.0,100.0
8,CACI International Inc,5.0,100.0,100.0,100.0,100.0,100.0,"Fairfax, VA","June 8, 2014",Information Security Specialist,(Current Employee),Fast-paced work environment that allows me to grow as an IT professional. Wonderful management that cares about their employees growth. Every part of the job is enjoyable.,NaN,NaN,1,1,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9,CACI International Inc,5.0,100.0,100.0,100.0,100.0,100.0,"San Antonio, TX","December 28, 2016",Cyber Security Specialist,(Current Employee),"just reviewed this company in a previous window. CACI san Antonio is great, great leadership, great people, great mission, great view from the office windows",Yup,Nope,1,1,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
10,CACI International Inc,5.0,100.0,0.0,0.0,0.0,0.0,"Frederick, MD","May 17, 2016",Cyber Security Analyst,(Current Employee),Perform scans as needed on company systems. Use Assured Compliance Assessment Solution &quot;ACAS&quot; to perform security assessments. Validate settings with Network Mapper &quot;NMAP&quot;.,NaN,NaN,1,1,5.0,100.0,0.0,0.0,0.0,0.0,100.0,NaN,NaN,NaN,NaN
11,CACI International Inc,5.0,100.0,100.0,100.0,100.0,100.0,San Antonio,"March 12, 2014",Information Security Specialist,(Current Employee),Wonderful atmosphere with very intelligent and easy to get along with individuals.,Flexible work hours,Contract ends.,1,1,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,National Security Agency,5.0,100.0,0.0,0.0,0.0,0.0,"San Antonio, TX","December 1, 2016",Cyber Security Analyst,(Current Employee),Great agency. Great leadership. Great mission. Great for self-development. Great technical training. Great co-workers. Great facilities. Great location.,NaN,NaN,1,1,5.0,100.0,0.0,0.0,0.0,0.0,100.0,NaN,NaN,NaN,NaN
1,National Security Agency,2.0,40.0,60.0,100.0,40.0,40.0,"Fort Meade, MD","January 17, 2017",SECURITY INFO SPECIALIST,(Current Employee),"Seems that the management is definitely chosen by favorites. Great workers, but that doesn&#39;t mean you should be a manager. Definitely ruined my experience here!","Great pay, time off, holidays","Stressful, prison-like",1,1,2.0,40.0,60.0,100.0,40.0,40.0,40.0,60.0,100.0,40.0,40.0
2,National Security Agency,4.0,80.0,80.0,60.0,60.0,60.0,"Fort George G Meade, MD","August 8, 2012",Security Information Specialist,(Former Employee),"A fairly busy work environment during day, work here will certainly keep you going. Never a dull moment, to say the least. Management really needs to look at the needs of the individual employees, as it lacks empathy...for the most part. The hardest part of the job is dealing with management when you are doing the best that you can, but don&#39;t get the feedback and accollades that you deserve.","secure parking, nice pay","perceived job security, failure to communicate employee rights",0,0,4.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0,60.0,60.0,60.0
0,The MIL Corporation,5.0,100.0,100.0,100.0,80.0,100.0,"Lexington Park, MD","August 31, 2018",Cyber Security Intern,(Former Employee),"Hours were flexible. As long as you were there by 9:00 and stayed until 3:00, there weren&#39;t any issues. If you couldn&#39;t make it in or needed to leave for a bit during the day, they would work with you. We were given tasks and challenges to improve our skills and to learn new skills and techniques. Everybody there was willing to help us interns with any issues or questions that we had, and we were given a lot of freedom when completing our tasks. Our supervisors would periodically check in on us and give us advice, but it was always done respectfully and never made me feel inferior. The full-time employees mentoring us appeared to be given projects to work on in their own way (pen testing systems and such) through whatever reasonable means needed to achieve their goal. I acquired skills such as writing scripts in a few languages, with Python being a prominent one. The hardest part of the job, and the most enjoyable, was figuring out what angle(s) were best suited for a particular task. Each project was a puzzle with several potential ways of solving it. There was almost always more than one was to solve the puzzle, it just depended on your skill set and mindset as to which angles you wanted to try first.","Flexible hours, good work environment, good pay",The internship felt a little short,0,0,5.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0
0,AbleVets LLC,4.0,80.0,80.0,100.0,80.0,100.0,"Chantilly, VA","November 2, 2018",Cyber Security Analyst,(Current Employee),"System High has been recognized as the provider of choice for innovative security engineering. Delivering high-end information protection services, over 50% of the security professionals are US Military veterans. Patriotism, commitment to excellence, and successful mission accomplishment permeate the corporate culture. Whether designing or constructing secure facilities (SCIFs), performing IT systems certification and accreditation, establishing regulatory compliant corporate security programs, or producing life-cycle protection planning for complex systems acquisitions. System High has the expertise and tools to facilitate mission success.",NaN,NaN,1,1,4.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,80.0,100.0
0,Parsons,4.0,80.0,80.0,60.0,80.0,60.0,"Pasadena, CA","September 25, 2018",Cyber Security Manager,(Former Employee),"The overall focus of Parsons is client satisfaction with a focus on good project management. The most enjoyable part of the job is being given the opportunity to work in areas that are challenging as well as personally/professionally rewarding. The biggest drawback is their ability to find talented personnel new opportunities once projects are completed. While this is an indirect factor in many project management based firms, a &#39;bench&#39; for more of their better performers would be beneficial.",NaN,NaN,0,0,4.0,80.0,80.0,60.0,80.0,60.0,80.0,80.0,60.0,80.0,60.0
1,Parsons,2.0,40.0,60.0,20.0,20.0,40.0,"Charleston, SC","November 30, 2018",INFORMATION SYSTEMS SECURITY SPECIALIST,(Former Employee),I was hired right out of the Navy and was grateful to have the opportunity to continue in the IT field as a contractor. Unfortunately my project manager lacked professionalism. threatening physical harm because of the way i wore my hair.,Learning experience on the project.,Lack of professionalism,0,0,2.0,40.0,60.0,20.0,20.0,40.0,40.0,60.0,20.0,20.0,40.0
2,Parsons,3.0,60.0,60.0,60.0,60.0,60.0,"North Charleston, SC","July 29, 2018",Information Systems Security Specialist,(Current Employee),This position was adequate for what I was looking for at the time.  The company as a whole is great to work for with excellent benefits.  Each section of the company has pros and cons though.,NaN,NaN,1,1,3.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
3,Parsons,2.0,40.0,40.0,40.0,20.0,40.0,"Chantilly, VA","May 6, 2017",Information System Security Specialist,(Former Employee),"I was hired on the job site, and had no inter action with the company",NaN,NaN,0,0,2.0,40.0,40.0,40.0,20.0,40.0,40.0,40.0,40.0,20.0,40.0
0,ECS Federal LLC,4.0,80.0,100.0,80.0,80.0,80.0,"Alexandria, VA","July 31, 2018",Cyber Security Engineer,(Former Employee),Lot&#39;s of opportunities to grow and great benefits.  The provided me with the tools to further my career.  Would highly recommend this company to job seekers,Opportunities,NaN,0,0,4.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0
0,PwC,5.0,100.0,100.0,100.0,100.0,100.0,Toronto,"February 26, 2018","Manager, Cyber Security Consulting Practice",(Former Employee),Great firm for someone who has lot of drive and desires to learn. The culture here promotes merit and one will get to work with highly talented set of peers.,NaN,NaN,0,0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,PwC,4.0,80.0,100.0,80.0,100.0,80.0,"Dallas, TX","January 8, 2018",Senior Associate - Cyber Security,(Current Employee),Great team of people to work with.  Depending on the project a significant amount of travel may be required.  Company not afraid to tackle challenges and provide the best possible solutions to the companies they work with.,Great team environment,Significant travel,1,1,4.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,80.0,100.0,80.0
2,PwC,2.0,40.0,100.0,40.0,20.0,40.0,"McLean, VA","August 25, 2017","Cyber Security Manager, Advisory",(Former Employee),"Politics override performance, skills and technical knowledge.  I had the highest possible review with PWC then 5 months later was released without a real reason.",NaN,NaN,0,0,2.0,40.0,100.0,40.0,20.0,40.0,40.0,100.0,40.0,20.0,40.0
3,PwC,5.0,100.0,100.0,100.0,100.0,100.0,"Atlanta, GA","January 18, 2017","Cyber Security, Privacy and Risk Consultant",(Current Employee),I encountered only the best people at PwC. Great place to work for top performers!  One of the only Big 4 consulting companies that truly understands how to create a flexible and humanistic work culture for a demanding career.,NaN,NaN,1,1,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4,PwC,4.0,80.0,100.0,100.0,80.0,80.0,"New York, NY","September 20, 2015",Cyber-Security Advisory Summer Internship,(Former Employee),This is was a great internship experience in order to get to know the cyber security and technology consulting landscape.,NaN,NaN,0,0,4.0,80.0,100.0,100.0,80.0,80.0,80.0,100.0,100.0,80.0,80.0
0,Deloitte,4.0,80.0,40.0,100.0,80.0,80.0,"Arlington, VA","October 3, 2017",Cyber Security Consultant,(Current Employee),"If you are that social savvy person, this is the place for you. Your position in the company is a small business owner. You have to be a social savvy to find a good project.","Great culture, learn a lot, fast pace.",You have to kiss a** sometimes.,1,1,4.0,80.0,40.0,100.0,80.0,80.0,80.0,40.0,100.0,80.0,80.0
1,Deloitte,3.0,60.0,60.0,80.0,60.0,60.0,"Huntsville, AL","November 15, 2017",Cyber Security Manager,(Current Employee),"It&#39;s a great place to work but be forewarned that the work/life balance is tough if you want to advance. Other than that, most of the benefits are better than the average company.",NaN,NaN,1,1,3.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0
2,Deloitte,5.0,100.0,100.0,100.0,100.0,100.0,"Rosslyn, VA","May 30, 2017",Cyber Security Engineer,(Current Employee),The culture here is amazing. Work hard but play hard is the best way I can explain it. Some of the best training I&#39;ve ever had. The ITS Helpdesk team is very helpful. You are in charge of your own career here which is awesome.,Great Benefits,none,1,1,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3,Deloitte,5.0,100.0,100.0,100.0,100.0,100.0,"Chicago, IL","April 4, 2017",Security Manager / Architect,(Former Employee),"Deloitte is a great work environment, if you get on the right team and well managed projects. The consulting environment is not suited to every individual.",Great learning environment.,Hard to implement changes to methodologies,0,0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4,Deloitte,4.0,80.0,80.0,60.0,60.0,80.0,"Houston, TX","August 10, 2016",Cyber Security Analyst,(Current Employee),Employees at Deloitte are really nice and are willing to go out of their way to help you and see you succeed. Regardless of the position or the seniority of the employee. They are all willing to help you and there are so much resources to utilize at the firm.,Great Employees,NaN,1,1,4.0,80.0,80.0,60.0,60.0,80.0,80.0,80.0,60.0,60.0,80.0
5,Deloitte,3.0,60.0,0.0,0.0,0.0,0.0,"Bradenton Beach, FL","August 7, 2016",Cyber Security Manager,(Former Employee),"Fly out on Sunday or Monday and fly home Thursday or Friday.  Wash clothes, pay bills and do it all again.",NaN,NaN,0,0,3.0,60.0,0.0,0.0,0.0,0.0,60.0,NaN,NaN,NaN,NaN
0,MUFG,2.0,40.0,80.0,80.0,20.0,20.0,"Phoenix, AZ","October 9, 2017",Enterprise Information Security,(Current Employee),"MUFG Union Bank is trying to grow rapidly with unqualified, untrained leadership, inefficient processes, and silo mentality.  The result is a cesspool of toxicity and frustration that makes it a challenging place to work.  Management is unrealistic on expectations - easy place to burnout quickly.",Pay,"Leadership, in-fighting",1,1,2.0,40.0,80.0,80.0,20.0,20.0,40.0,80.0,80.0,20.0,20.0
0,CME Group,4.0,80.0,0.0,0.0,0.0,0.0,"New York, NY","June 27, 2018",Quantitative/IT Security Analyst,(Former Employee),9 hours of working per day. The environment and team mates are pretty encouraging. Your learning curve increases as the development projects upgrades and use the latest industry technologies.,NaN,NaN,0,0,4.0,80.0,0.0,0.0,0.0,0.0,80.0,NaN,NaN,NaN,NaN
0,U.S. Government,3.0,60.0,100.0,60.0,60.0,80.0,Washington DC,"February 5, 2015",Information Analyst,(Former Employee),•	Daily analysis and translation of reports and their application to department requirements and assurance of there functional specifications,NaN,NaN,0,0,3.0,60.0,100.0,60.0,60.0,80.0,60.0,100.0,60.0,60.0,80.0
0,PepsiCo,3.0,60.0,60.0,40.0,20.0,40.0,"Plano, TX","May 9, 2018",Cyber Security Analyst,(Current Employee),"Attend meetings, discussed remediation, vulnerabilities and process and risks to stakeholders.",flexible - work/life balance,Sr. Manager,1,1,3.0,60.0,60.0,40.0,20.0,40.0,60.0,60.0,40.0,20.0,40.0
1,PepsiCo,4.0,80.0,80.0,60.0,40.0,60.0,"Plano, TX","December 26, 2017",Global Security Architect,(Current Employee),"PepsiCo, Inc. is the overarching company that manages 22 one-billion dollar companies.  The brand consists of Frito Lay, Quaker, Tropicana, Gatorade, and, of course, Pepsi.",multi-cultured global coverage,NaN,1,1,4.0,80.0,80.0,60.0,40.0,60.0,80.0,80.0,60.0,40.0,60.0
0,Keyw Corporation,2.0,40.0,80.0,40.0,40.0,40.0,"Hanover, MD","August 9, 2017",Cyber Security Specialist,(Current Employee),"KeyW does not have any opportunities for employees to move laterally. The employee mobility program is a complete and utter joke that does not serve it&#39;s purpose. As a cleared, cybersecurity professional, it is quite worrisome to not have any mobility within the company. Make sure you are on a long-term contract or else the company won&#39;t know what to do with you after your contract ends.",Benefits are competetive,Management is unaware of employee mobility issues,1,1,2.0,40.0,80.0,40.0,40.0,40.0,40.0,80.0,40.0,40.0,40.0
0,UnitedHealth Group,5.0,100.0,60.0,60.0,60.0,80.0,"Dexter, NM","August 21, 2018",Care Coordinator,(Current Employee),"Strong team oriented, strong values, strong mission statement and is very dedicated to the communities that we serve.  Company is environmentally friendly, focused on improving out communities.",NaN,NaN,1,1,5.0,100.0,60.0,60.0,60.0,80.0,100.0,60.0,60.0,60.0,80.0
1,UnitedHealth Group,3.0,60.0,60.0,80.0,60.0,40.0,"Eden Prairie, MN","August 22, 2018",Information Security Analyst,(Former Employee),"I was brought in for a project (IT).  I had a couple of managers during that time and liked them both.  They hired me on as a full-time worker, but then (one at a time) project members left.  (This was from attrition or their contracts expiring.)  By the time I left, I was attempting to do the work that was previously being done by several others.  It just became too much.",Lower-level managers,Churn &amp; burn,0,0,3.0,60.0,60.0,80.0,60.0,40.0,60.0,60.0,80.0,60.0,40.0
2,UnitedHealth Group,5.0,100.0,100.0,100.0,40.0,60.0,"Plymouth, MN","June 17, 2018",Information Security Analyst &amp; IAM SSO Consultant,(Former Employee),"UHG (Optum for I.T.)  is a Fortune 10 and although they&#39;re an elite healthcare company, they&#39;re health insurance is quite lacking.  I do regret leaving though.","Prestigious, supports diversity, telecommuting","Management changes frequently and if not, you can be shuffled around frequently",0,0,5.0,100.0,100.0,100.0,40.0,60.0,100.0,100.0,100.0,40.0,60.0
3,UnitedHealth Group,5.0,100.0,60.0,100.0,100.0,100.0,"Irving, TX","April 9, 2018",IT Security- Identity &amp; Access Management Analyst,(Former Employee),The company I was once employed was bought out by another company. After 19 years of service I was laid off due to downsizing by the new company......,Ability to work remotely 2 days a week,Healthcare benefits expensive,0,0,5.0,100.0,60.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0
4,UnitedHealth Group,4.0,80.0,60.0,80.0,100.0,80.0,"Plymouth, MN","May 29, 2017",IT Network Security Analyst,(Current Employee),Business hours are reasonable,Great culture and training opportunities,NaN,1,1,4.0,80.0,60.0,80.0,100.0,80.0,80.0,60.0,80.0,100.0,80.0
5,UnitedHealth Group,4.0,80.0,60.0,40.0,80.0,60.0,Orlando FL,"October 28, 2014",IT SECURITY ANALYST,(Current Employee),"It is a big compnay, with minimal benefits and compensation.No room to grow. but very friendly workers and relax environment",Call Center so lots of social events,NaN,1,1,4.0,80.0,60.0,40.0,80.0,60.0,80.0,60.0,40.0,80.0,60.0
